,textDisplay
11393,"@Ярик Перепека No, I speak swedish"
11394,@Kung Erik  Do you speak Russian?
11395,im good
11397,Speed being speed
11401,Great Ravens Odín!!
11402,Oh he lost 💀
11403,Beni bulll
11407,Türkiye&#39;ye gel beni bulll abiiiii😂😂
11413,I SHOW SPEEEEED
11414,Мне очень нравится твои видео👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
11415,Cool man
11420,هاي في عرب هون
11423,What will you do next
11425,DON&#39;T read my name!!
11426,Прикольно спасибо за уантент
11431,I reckon the best thing to do is sit on your hand right?
11432,DON&#39;T read my name!!
11435,DON&#39;T read my name! 😂
11436,برجع بعد ساعه واشوف كم عدد محبين الرسول صلى الله عليه وسلم ❤️
11438,DON&#39;T read my name!!
11439,DON&#39;T read my name! 😂
11442,Guys
11444,bro why is this auto traslated I want to watch this in english
11457,As a challenge
11458,I&#39;m gonna comment
11464,Hello
11469,THIS VID IS GONNA HAVE TO BE IN BILLION VIEW
11470,CNA YOU PLEASE COME INDIAN TAMIL NADU SIDE  . PLEASSS COME Mr Beast
11473,Rip ishowspeed😭
11475,MAN
11478,NOOOOO SPEEDDDDDD
11481,DON&#39;T read my name! 😂
11485,DON&#39;T read my name! :D
11488,Niko&#39;s hand turned purple
11496,More videos with speed 😂
11497,TADINHO DO GEORGE SEU FEIOSO
11502,DON&#39;T read my name!!
11507,DON&#39;T read my name! 😂
11509,I will pay u back when I started earning
11510,DON&#39;T read my name!
11512,логоть был на самолёте
11521,DON&#39;T read my name!
11523,DON&#39;T read my name!
11530,DON&#39;T read my name!
11532,I am from Iraq. I hope you will help me. I have no money
11546,DON&#39;T read my name!
11549,DON&#39;T read my name!
11550,Sucks. Only person im subbed to in this was the first out lol
11557,Multimillionaire putting smiles on people&#39;s faces and changing lives
11568,"<a href=""https://www.youtube.com/watch?v=kX3nB4PpJko&amp;t=13m14s"">13:14</a> there’s an editing mistake. It’s Harry, George, and Niko left but the heads down at the bottom have Lux instead of Harry."
11572,Good evening Mr. Beast!<br>I hope you read this my comment on your vlog.<br>I just want you to know that i am the one fan will never forget you ❤️ You have a good heart specially. I wish more people to inspiring you.<br><br>And i hope you may help me for my Financial.
11574,DON&#39;T read my name! :D
11576,I am need your Mr beste bar cocoa late
11578,Oye por q no vas a México y das dinero
11579,@Don&#39;t read my profile picture 😂😂😂😂
11580,DON&#39;T read my name! 😂😂
11584,I showspeed hates handshaking now
11585,"5 days and 77,484 comments 50m vews +"
11596,Bro all these npcs 💀
11600,DON&#39;T read my name! 😂
11601,George so cute
11602,Congratulations
11603,NOOOO SPEEDDDD😭😭
11608,احبك من العراق
11610,I am from Bangladesh I accept your all challenge
11614,NOOOOO
11615,Mrbeast i subscribed
11618,DON&#39;T read my name!!
11624,Nooooo speed 😢😂😂😂
11630,Next vid: last to take off ur hand from mr beast grave gets hes channel
11631,Thailand
11632,Abi Türk ce atar mısın ❤❤❤
11635,@Don&#39;t read my profile picture ok i wont
11636,Good
11637,DON&#39;T read my name!
11638,@Rehman bro 💀 i already know you&#39;re indian with that pfp
11639,Are you serious right nœw speed
11643,You should come in Greece :3
11645,DON&#39;T read my name!
11651,DON&#39;T read my name! 😂
11657,Mrster ven a mexico a michoacan para que te conosca mi familia ven mañana porfa
11659,"I&#39;m a Thai person, I&#39;m subtitled but I didn&#39;t get the bottom line so sad."
11660,Mr. beast. You&#39;re crazy ngl.
11662,DON&#39;T read my name!
11664,please iphone and ps5 algeria
11668,Rip George
11669,DON&#39;T read my name! 😂
11677,make me famous
11678,MR Beast
11683,No speed😢
11690,"Challenge you, do you find your place in me to be one of your challenges?"
11692,"I&#39;m so poor please help me something ,,,,"
11695,viet nam
11699,my😞😞
11700,"I am very poor please help me, please"
11707,So beautiful
11714,Plzz sir pin me plzz plzz
11716,mr beast mi mama no me cree que haces concursos y das mucho dinero
11717,DON&#39;T read my name!!!
11718,It&#39;s cool
11719,DON&#39;T read my name!!!
11722,Ehhh bauyrym men senі 26 million zhazilushymen zhane 12 telephone operator zhane 65 Google accounts tanimyn
11730,Speed no😂
11731,Harry ain&#39;t a brokie no more
11733,112
11739,In around 24 months in my calculations (as a 4th grader) he will reach 200 million
11741,No English
11742,I am poor help me
11743,Sar my help
11744,How 😳
11746,That&#39;s crazy challenge 🤣🤣🤣🤣
11748,MrBeast Come To Turkey
11752,Mr Beast: George you were this close but close doesn’t matter.<br><br>Don’t give up until you make it.
11755,Yes Harry!
11758,DON&#39;T read my name! 😂😂
11761,Ok guys he has now past PewDiePie congratulations mrbeast an all the hard work an videos❣️🥰😅
11765,Beast beni Amerika’ya alamaz
11770,Wow you are more popular whan pewdiepie congash
11776,i am poor boy
11777,show
11779,Mrbeast your so awesome 😎
11788,Yō Mr beast i love your videos
11789,La nueva voz de doblaje de Jimyy no es lo mismo 😔
11794,DON&#39;T read my name!
11802,DON&#39;T read my name!
11804,I even join to your community omg so fangirling
11809,hello pawa
11845,Sorry
11870,DON&#39;T read my name! 😂
11881,penso che l&#39;ha regalato vermaente: no<br>l&#39;ho guardato lo stesso: si
11884,ارسلنا من بعض ما عندك من رزق من الله اليك بهن
11891,Please 🙏 he
11894,I want 7k $ please or nooh voxy model 2014
11899,I am  kayseri ben Türket
11900,I am türkish
11911,Мистер бист ты что стал русским?
11912,Mr beast crossed pewdiepie😐💔
11913,اتحداك ان تسافر الى سوريا
11917,لا اله الا الله وحده لا شريك له  الملك وله الحمد يحيي ويميت وهو حي لا يموت
11927,اريد بس مليون انا بل عراق في كربلاء في ننطقة الهيابي
11934,PewDiePie
11943,Озвучка на русском
11953,niko deserved the win..
11955,Please Come to samsun city of Turkey and learn turkish i think pls MRBEAST pls
11957,Challenge me hahaha 😂
11962,Hello
11963,صلوا على النبي محمد
11969,mr. beas i want plasteyshen 4
11972,Please Hindi dubbing
11977,DON&#39;T read my name!
11980,VIETNAM&#39;S KING MR BEAST
11981,Congratulations on passing piedapie u have 112mil he has 111mil
11987,So what do we have on the channel?🔥👏
12006,Hame yakeen he aap meri help kar do ge sir
12010,А как на русском
12011,Aap hamari baat ho sakti he
12017,turkish???
12019,Come to India man. 🇮🇳😜
12022,SUBSCRIBED!!!!!!!!!!!!!!!!
12023,SUBSCRIBED!!!!!!!!!!!!!!!!
12025,SUBSCRIBED!!!!!!!!!!!!!!!!
12027,DON&#39;T read my name!
12028,SUBSCRIBED!!!!!!!!!!!!!!!!
12029,SUBSCRIBED!!!!!!!!!!!!!!!!
12030,SUBSCRIBED!!!!!!!!!!!!!!!!
12031,SUBSCRIBED!!!!!!!!!!!!!!!!
12033,SUBSCRIBED!!!!!!!!!!!!!!!!
12035,SUBSCRIBED!!!!!!!!!!!!!!!!
12036,SUBSCRIBED!!!!!!!!!!!!!!!!
12037,SUBSCRIBED!!!!!!!!!!!!!!!!
12038,SUBSCRIBED!!!!!!!!!!!!!!!!
12039,SUBSCRIBED!!!!!!!!!!!!!!!!
12040,SUBSCRIBED!!!!!!!!!!!!!!!!
12041,SUBSCRIBED!!!!!!!!!!!!!!!!
12042,SUBSCRIBED!!!!!!!!!!!!!!!!
12043,SUBSCRIBED!!!!!!!!!!!!!!!!
12044,SUBSCRIBED!!!!!!!!!!!!!!!!
12045,SUBSCRIBED!!!!!!!!!!!!!!!!
12046,SUBSCRIBED!!!!!!!!!!!!!!!!
12047,SUBSCRIBED!!!!!!!!!!!!!!!!
12048,SUBSCRIBED!!!!!!!!!!!!!!!!
12049,SUBSCRIBED!!!!!!!!!!!!!!!!
12050,SUBSCRIBED!!!!!!!!!!!!!!!!
12051,SUBSCRIBED!!!!!!!!!!!!!!!!
12055,Why is there no english dubbing?
12057,NNNO HAAPEND WHY HE SCAM U 🥲🥲🥲🥲🥵🥵🥵🤢🤢🤢 MRBREAST Y U SCAM HIM IM GONN UNSUBSKRIB😨😰😕😱😱😱😱😱😱😱😱😈😈😈👿👿👿👿
12062,Congratulations Mr beast you pass pewdiepie
12064,We want you to bring in Elon Musk
12065,Я из Кыргыстана🇰🇬🇰🇬🇰🇬🇰🇬🇰🇬
12069,sideman for the win
12079,I&#39;m. Indian
12080,W harry
12082,"your channel is good ig, but how dare you pass pewdiepie &gt;:("
12085,jimmin you need to come to turkey right now this place really needs you
12087,بدي 1000$
12090,а я так болел за спида...(
12091,حول لي ١٠٠٠٠٠٠ دولار هدية
12092,hello mr beast ☺️
12094,i want too
12096,DON&#39;T read my name!
12100,"This man has a lot of Turkish followers, now his Turkish followers want to make money."
12101,"This man has a lot of Turkish followers, now his Turkish followers want to make money."
12102,"This man has a lot of Turkish followers, now his Turkish followers want to make money."
12104,УРА МИСТЕР БИСТ ВЕРНУЛСЯ
12106,Poor George😂
12108,GOOD
12110,I am a fan of your channel from Thailand.
12118,I&#39;ve never heard of any of these people.
12119,Speed “where’s the date” lol 😂
12122,Harry 👍
12127,Mr beast pls come to india and give me money atleast a 1000euros please  please please please mr beast pleas😭😭😭😭
12128,"Pazzesco, ma non impossibile 💪🏻😆😉"
12130,Jir ada dubingnya
12135,Where is my cookie 🍪 I have subscribed your all channels 🤔
12138,@Don&#39;t read my profile picture I will :  )
12139,DON&#39;T read my name!
12155,DON&#39;T read my name! 😂😂
12159,Türk abonelerede bi güzellik yapsa güzel olmazmı
12167,"I&#39;m Russian, but you shoot cool"
12178,Hey I re subscribed many times so that I get a  chance of getting the playbutton as I had subscribed you a lot before. I hope that counts !!!!!
12179,This is Indonesian Mr Bean
12181,IM SORRY MR BEEST BUT I THINK LAZAR WILL WIN
12183,evet bu yorumu görmiceksin Ama Beni kurtarman lazım Türkiyeden Help
12184,Speed being speed
12186,Fc Thailand❤ชอบดูพี่มากครับขอให้อยู่ไปนานๆแสนนานครับพี่❤🎉🎉
